Title,Company,Location,URL,Description 
Sr. Data Engineer,Nikel,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/sr-data-engineer-at-nikel-3541073141?refId=9TTL1dSbZI%2F6IaNkcTQl2Q%3D%3D&trackingId=GrJTpzdBnWrrC5ZPsjHvKw%3D%3D&position=8&pageNum=10&trk=public_jobs_jserp-result_search-card,"
 Background Nikel is a financial technology company that enables small business lending in Southeast Asia. We combine deep expertise in alternative lending with best-in-class technology solutions to bridge international capital markets with underserved communities in Southeast Asia. Website: Role The Company is recruiting for the Data Engineer role to join our Data Science & Risk Analytics Team to help accelerate  the Company’s innovation and data-driven strategy, including data management, data wrangling, data clean-up, and data pipeline. Designed as a career accelerator to foster the next generation of leading talent, our Company provides the framework to develop world-class technical skills and gain a comprehensive understanding of credit, model development, and technology, from application and data development to advanced analytics and beyond. You will work at all phases of the data engineer life cycle, including: Build, test, and maintain optimal data pipeline architecture Build the infrastructure necessary for optimal extraction, transformation, and loading of data from a variety of sources Assemble large & complex data sets to meet business demands Work with stakeholders, including the senior management, Product, Data, and Design teams, to assist with data-related technical issues and support their data infrastructure needs. The ideal candidate will be: Curious and creative: You thrive on bringing definition to big, undefined problems. You love asking questions and pushing hard to find the answers. You are not afraid to share a new idea. You communicate clearly and effectively to share your findings with non-technical audiences. Technical: You have hands-on experience developing data analyst concepts using open-source tools and modern cloud computing platforms. You are not afraid of petabytes of data. Statistically minded: You know how to interpret data. You have experience with data visualization, single-factor analysis, multiple-factor analysis, and statistical inference. Customer and product-oriented: You share our passion for improving banking. Basic Qualifications Bachelor’s Degree and some experience in Data Engineering 5+ of experience in Data Engineering Some experience in open-source programming languages for data analysis Experience with relational databases (Postgres SQL) & Document Based databases (MongoDB) Ability to identify opportunities and act on them, both problem-solving skills and analytical skills Knowledge of data gathering, cleaning, and transforming techniques Preferred Qualifications 3+ years of experience using a managing relational database Experience working with big data, cloud computing 3+ years of experience in Python, Airflow, Kubernetes Experience in financial technology services Benefits Challenging role in a startup environment with strong growth ambitions Meaningful work toward the Company’s social impact mission and vision Competitive compensation and benefits At Nikel, we are committed to diversity and equitable access to employment opportunities based on ability. Interested candidates can send their applications to careers@nikel.com. We thank all applicants for their interest but will only contact candidates selected to advance in the hiring process. Powered by JazzHR iKTaMdKS7a
      "
Internal IT Engineer,KDDI Indonesia,"Jakarta, Indonesia",https://id.linkedin.com/jobs/view/internal-it-engineer-at-kddi-indonesia-3524266438?refId=9TTL1dSbZI%2F6IaNkcTQl2Q%3D%3D&trackingId=5XZSTdgNI9la%2BgeUcCQnVQ%3D%3D&position=9&pageNum=10&trk=public_jobs_jserp-result_search-card,"
        - Has experience and familiar in installing, configuration and maintaining Server at least 5 years. - Has experience or familiar with Microsoft Azure and Microsoft product. - Has deep knowledge in installing, configuration, and maintaining IT network, server, storage, and IT security. - Has experience in IT field for at least 5 years, especially in operation and maintenance field. - Able to communicate in English. - Able to join immediately.
      "
System Engineer,Privy,"Yogyakarta, Indonesia",https://id.linkedin.com/jobs/view/system-engineer-at-privy-3524298711?refId=9TTL1dSbZI%2F6IaNkcTQl2Q%3D%3D&trackingId=yzGRN6z3WDdnpj5Q2UcfpQ%3D%3D&position=10&pageNum=10&trk=public_jobs_jserp-result_search-card,"
 About Us Privy is Indonesia's market leader in Digital Signature and Digital Identity, with more than 37 million verified users and more than 1.900 enterprise clients. Our Digital Signature is acknowledged by the Ministry of Communication and Informatics. We have just closed our Series C funding led by KKR on November 2022. We are growing more rapidly than ever, and would love to have talented and enthusiastic individuals onboard. Our System Engineer Team are highly engaged in finding security flaws, building secure infrastructure, or ensuring data privacy as part of our culture. People on the team are very passionate and eager to learn. Job Descriptions Encourage company visions through available technology or research method and development Coordinate with upper management and colleagues to achieve the company&#8217;s goals Comply to all ISO policies and rules set by upper management or company Plan, build, set, maintain and monitor all infrastructures and installed systems Provide clear solutions in terms of selecting server, network, and software used for efficiency, reliability, security, and other related aspects. Ensure the availability and integrity of the infrastructure along with the system. Monitor and test the performance of the application for possible bottlenecks, identify possible solutions, and work with developers to implement necessary fixes Analyze and isolate the issues and recommend the next upgrades and budgeting Create and maintain a special application script to increase system efficiency and reduce staff involvement. Maintain security, backup, and redundancy strategies Participate in information system and operational support planning Collaborate with vendors and other IT staff in related departments in doing daily work or solving found issues Requirements  Understand and able to operate Soho, Docker, Kubernetes, Istio, Terraform and Ansible networks, CI/CD, Google Cloud Platform, Amazon web service Understand the concept of continuous integrations/ continuous delivery, monolithic, micro, sharp, clustering, parallel processing and load balancing Sharp analytical and problem solving skills Creative thinker with a vision Attention to details 
"
IT Engineer (Rumbai),PT Solusi Energy Nusantara,"Pekanbaru, Riau, Indonesia",https://id.linkedin.com/jobs/view/it-engineer-rumbai-at-pt-solusi-energy-nusantara-3518010844?refId=9TTL1dSbZI%2F6IaNkcTQl2Q%3D%3D&trackingId=SqDzwfndTOsVoLrZ4bci6A%3D%3D&position=12&pageNum=10&trk=public_jobs_jserp-result_search-card,"
 Memiliki pengalaman di bidangnya minimal 7 tahun  Mampu melakukan instalasi, evaluasi, dan peningkatan terhadap tiga objek utama yaitu komputer, software, dan pengembangan sistem jaringan atau network system  Menguasai pemrograman yang dibutuhkan untuk mendukung pekerjaan user  Mampu mengembangkan software untuk menunjang pekerjaan user  Mampu mengelola penggunaan dan penyimpanan database untuk kepentingan bersama user  Mampu membuat file sharing yang mudah diakses berbasis internet 
"
Senior Database Engineer,"PT. Sariguna Primatirta, Tbk  (TANOBEL FOOD)","Surabaya, East Java, Indonesia",https://id.linkedin.com/jobs/view/senior-database-engineer-at-pt-sariguna-primatirta-tbk-tanobel-food-3533331419?refId=9TTL1dSbZI%2F6IaNkcTQl2Q%3D%3D&trackingId=QweMp6zeb3iDkqNMp8ZdSw%3D%3D&position=13&pageNum=10&trk=public_jobs_jserp-result_search-card,"
 This position will be working to design, implement and maintain a Data Warehouse solution. Collaborating with key stakeholders across many departments to meet their needs for scalable analysis, modelling and automated reporting.   Qualifications: Bachelor’s degree or higher in Computer Science, Information Systems, Computer Engineering or related field Industry experience in Data warehousing design, Data Integration, and Business Intelligence Ability to prioritize needs, deal with ambiguity, and deliver results in an evolving data landscape Experience supporting or using statistical and/or data mining applications Enjoy learning new technologies, conducting unsupervised research, and sharing findings Willing to be placed at Surabaya, Indonesia Required Skills: Expert knowledge of SQL is a must Experience with Data Visualization tools such as PowerBI, Tableau, SuperSet etc Experience with Columnar Database, MS SQL Server and Hadoop is a plus Experience with Python and Spark is a plus Knowledgeable about software development life cycle best practices and long-term maintainability of code Ability to effectively diagnose, isolate, and resolve complex problems pertaining to data infrastructure, integrity, and incompatibilities Essential Duties & Responsibilities: Develop and maintain a Data Warehouse to manage the company’s data and data needs Develop, implement, optimize, and continuously troubleshoot Extract / Transform / Load (ETL) processes Design data models and architecture to support reporting and analytical processes, working with Business Intelligence & Analytics and administrators of business systems to identify efficiencies Develop processes ensuring data standards, security, stewardship, lineage, and metadata management Create strategies to resolve, clean, enrich, and unify data of various types from disparate data sources and subsequently surface unified data to business applications Oversee all aspects of data warehouse operations, including defining and resolving database problems, tuning for performance, and managing storage Identify, obtain, and integrate new data sources useful for company problems Support business report creation across multiple departments from the Data Warehouse including metadata mapping, Business Intelligence technology use, and overall automation of standardized reporting and processes across the organization Ensure data compliance as dictated by organizational Privacy and Security Policies Responsible for appropriate documentation development, including requirements, design, code documentation, test plans, and other related documents 
"
Data Engineer Instructor (Part-Time),Hacktiv8 Indonesia,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/data-engineer-instructor-part-time-at-hacktiv8-indonesia-3428845239?refId=9TTL1dSbZI%2F6IaNkcTQl2Q%3D%3D&trackingId=1Mk4oamONXlUojtwBegWTw%3D%3D&position=14&pageNum=10&trk=public_jobs_jserp-result_search-card,"
        As an Instructor, you will help in teaching and guiding students through their learning process. You will be expected to review, explain the project, and help students with project work. The Instructor will also guide the students to understand what they should be working on, reach their project goals, and are understanding concepts in the curriculum for being able to teach. J ob Title : Data Engineering Part-Time Instructor Category : Part Time Responsibilities  Be able to teach the course content  Lead in-class exercises, and project time, and participate in lecture discussions  Motivate students to move through the challenges of learning a new skill Skills Bachelor's Degree or above in Information Systems, Computer Science, or related fields Min. 3 years of experience in Data Engineering Experiencing data engineering and cloud data processing services (AWS and Google Cloud Platform) Knowledge of SQL and Python, other languages are preferred (PySpark, Java) Good understanding of ETL tools (Airflow, Glue, Dataflow, and data modeling) Able to create data visualization with Tableau  Interest or experience in Big Data technologies (Hadoop, Talend, Hive, Spark, Data Bricks, Snowflake)   Experience with Data Warehousing and Analytics Solution Architecture 
"
IT Infrastructure Engineer,PT Aino Indonesia,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/it-infrastructure-engineer-at-pt-aino-indonesia-3549556593?refId=9TTL1dSbZI%2F6IaNkcTQl2Q%3D%3D&trackingId=SECFgWAM87qt4qcpPawC7Q%3D%3D&position=16&pageNum=10&trk=public_jobs_jserp-result_search-card,"
 Responsibilities Standard system administration duties including server install, system/application install, patch management, log analysis Create and maintain comprehensive documentation as it relates to server and network topology, equipment, and configuration Participate in the creation, maintenance, testing, and execution of the Disaster Recovery plan Continue to evolve the use of automation and configuration management Participate in after-hours upgrades, maintenance troubleshooting, and on-call availability as needed. Requirements Excellent problem solving and effective research skills Experience using the Linux operating system, especially Centos Experience using Web Server Familiar using container Knowledge of VMware virtual systems and cloud infrastructure, in a managed service environment Willing to work with SHIFT schedule to support 24/7 operation Willing to work in Jakarta Area 
"
"Network Engineer, Digital & Technology, SeaBank (Solo, Central Java)",SeaBank Indonesia,"Boawae, East Nusa Tenggara, Indonesia",https://id.linkedin.com/jobs/view/network-engineer-digital-technology-seabank-solo-central-java-at-seabank-indonesia-3552519987?refId=9TTL1dSbZI%2F6IaNkcTQl2Q%3D%3D&trackingId=G4%2FZinMLQfH3xqd4zuQvaw%3D%3D&position=18&pageNum=10&trk=public_jobs_jserp-result_search-card,"
        The Engineering and Technology team is at the core of the Shopee platform development. The team is made up of a group of passionate engineers from all over the world, striving to build the best systems with the most suitable technologies. Our engineers do not merely solve problems at hand; We build foundations for a long-lasting future. We don't limit ourselves on what we can or can't do; we take matters into our own hands even if it means drilling down to the bottom layer of the computing platform. Shopee's hyper-growing business scale has transformed most ""innocent"" problems into huge technical challenges, and there is no better place to experience it first-hand if you love technologies as much as we do. Job Description Create IT network design in accordance with the internal needs. Perform device installation, initialization network and network security devices. Manage network related documentation communication. Securing the flow of communication between device. Grant or deny network access that requested through the ticketing system or media other communications. Providing solutions for communication network aspect from any IT network problems. Perform periodic maintenance on network and other communication devices. Carry out patching and updating on network devices and security devices network regularly. Responsible for operating firewall device and or other network security device. Monitor network traffic, anomalies and other network problems. Participate in IT network capacity planning and monitoring. Requirements Minimum 3 years of experience as Network Engineer. Minimum bachelor’s degree in Computer Science, Engineering or Information Technology or relevant fields. Good communication of Bahasa and English. Willing to work at Solo, Central Java. Understand basic concepts TCP/IP. Capable operate network device and firewalls. Having knowledge on terms and internal bank regulations 
"
System Engineer,Xapiens Teknologi Indonesia,"Paser Regency, East Kalimantan, Indonesia",https://id.linkedin.com/jobs/view/system-engineer-at-xapiens-teknologi-indonesia-3549554931?refId=9TTL1dSbZI%2F6IaNkcTQl2Q%3D%3D&trackingId=5UHoyQ1LojgqDGKX7pkwQA%3D%3D&position=19&pageNum=10&trk=public_jobs_jserp-result_search-card,"
 Responsibilities  Manage Nutanix Hyper-Converged Infrastructure  Manage Infratructure SLA  Create and manage virtualizatrion server  Server configuration (Windows and Linux)  Manage Backup System  Create Incident and Problem Report  Design Server Infrastructure  Preventive and Corrective Maintenance  Experience on VMWare  Experience on Docker and Kubernates  Experiences on Active Directory Requirements  Minimum of 2 years work experience in system engineering or similar role.  Experience with VMware, Linux, and Windows Server administration.  Experience with Docker and Kubernetes administration.  Strong understanding and knowledge of common networking technologies (TCP/IP, VLAN, NAT, Filtering, Routing, Switching, VPN, DNS)  Basic understanding of programming and scripting (Bash, PowerShell)  Very good analytical skills, familiarity with root cause analysis, debugging, and analyzing complex problems.  Must have strong written and verbal communication skills. 
"
IT Support (Palembang),byOrange,"Palembang, South Sumatra, Indonesia",https://id.linkedin.com/jobs/view/it-support-palembang-at-byorange-3525964418?refId=9TTL1dSbZI%2F6IaNkcTQl2Q%3D%3D&trackingId=l0iZUqThRgHbqdd9hSL3lw%3D%3D&position=20&pageNum=10&trk=public_jobs_jserp-result_search-card,"
        We are looking for a highly collaborative IT Support to provide seamless working experience for the team. If you believe that providing seamless working experience for the team is very necessary to increase productivity and significant for company's success, this is the opening for you. You are customer obsessed and willing to do your best to ensure the entire team will have the best condition to give their best for the company. What You’ll Do Install, Maintenance and configure hardware and software components ITSM experience Repair or replace damaged hardware Upgrade systems to enable compatible software Install and upgrade antivirus software Test and evaluate new technology Perform tests on new hardware and software Define software, hardware, and network requirements Troubleshoot hardware and software issues Maintenance hardware & software ( including CCTV, PC, Mail server, email, system, and helpdesk) Backup data CCTV to Gdrive (Live sync) Remote & monitoring network infrastructure office, Transit hub Cleanup PC from virus Incident management respond Setup & configuration Router firewall, e.g: Mikrotik Analyst requirements and perform network and system solutions, planning, installation, and setup of network Provides technical support to resolve customer complaints and the improvement plan resulted & able create incident document Review new solutions and improve resilience of the current network and system environment Provide network, server, and system operation support Continuously work on optimizing existing services and explore new technical solutions to address current and future challenges. Monitor and maintain backup the computer systems, network, CCTV and application Diagnose Hardware and Software problems, provide analysis and solution Support the roll-out of new applications Monitoring and tuning system performance Perform the creation or updates of users' accounts and profiles Provide technical support to end users Making documentation of works and systems Test and evaluate new technology What You'll Need SMK, Diploma, Bachelor's degree in computer science or engineering or related field preferred Experience troubleshooting systems & hardware Skilled in troubleshooting and software installation Proficient with MAC and OS windows Familiar with network office infrastructure Familiar with Mikrotik Routerboard Familiar with TCP/IP Concept Powered by JazzHR dKekWLdUqe
      "
Senior Data Engineer,BIT - Barito Technologies Group,"Jakarta, Indonesia",https://id.linkedin.com/jobs/view/senior-data-engineer-at-bit-barito-technologies-group-3539678552?refId=9TTL1dSbZI%2F6IaNkcTQl2Q%3D%3D&trackingId=a7ldaZ53ZQHLZfVd%2BiEvfQ%3D%3D&position=21&pageNum=10&trk=public_jobs_jserp-result_search-card,
IT Engineer,KOMPAS GRAMEDIA,"West Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/it-engineer-at-kompas-gramedia-3549007773?refId=9TTL1dSbZI%2F6IaNkcTQl2Q%3D%3D&trackingId=0iKzoVQsF8RESkL5bo9LXQ%3D%3D&position=22&pageNum=10&trk=public_jobs_jserp-result_search-card,"
 Job Description Merancang, mengembangkan, melaksanakan dan memelihara IT (Infrasturcture) sehingga seluruh perangkat teknologi informasi yang ada dapat berfungsi optimal sesuai kebutuhan Minimum Qualifications Menguasai Jaringan TCP/IP Mampu mengkonfigurasi switch layer dan layer 3 Cisco Mampu mengkonfigurasi peralatan berbasis Mikrotik Menguasai jaringan wireless Menguasai sistem operasi windows dan linux server Paham bahasa pemrograman bisa menjadi nilai tambah Mampu setup dan manage infrastruktur server berbasis Google cloud dan AWS Mampu setup dan manage VMware atau Hypervisor server Berpengalaman untuk setup dan trouble shooting di cloud yang digunakan saat ini yaitu Amazon Web Service (AWS) dan Google Cloud Platform (GCP) About Kompas Gramedia Kompas Gramedia, through its more than 50 years of history, is striving for one goal: enlightening and empowering Indonesia. To ensure that we are able to serve the nation for another 50 years, we are undergoing a digital transformation; strengthening and expanding our solid business pillars by developing new digital business initiatives. Our vision is to enlight all the people in Indonesia with all the knowledge we have.
      "
System Engineer,PT Alto Network,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/system-engineer-at-pt-alto-network-3517990776?refId=9TTL1dSbZI%2F6IaNkcTQl2Q%3D%3D&trackingId=%2FKTMxCXL3pzDskIsVEvgjA%3D%3D&position=23&pageNum=10&trk=public_jobs_jserp-result_search-card,"
        PT ALTO Network (Djarum Group), founded in 1993, is a financial technology company on providing total banking and payment solutions for Indonesia transaction ecosystems. ALTO is one of the 4 Licensed Lembaga Switchings in Indonesia and part of the Gerbang Pembayaran National (GPN). Today, ALTO aims to be the national leader in payment solutions using the most innovative technology to give impact on connecting merchants and financial institutions to their customers. Our main product is the transaction behind every banking transaction for both physical transactions and digital transactions. Kindly check our product here: Official Job Title:  IT Application Support Associate This position will be reporting directly to the IT Application Support Lead/ Manager - IT Division. nb:  Hybrid Working System Main Function Responsible in ensuring all non-core transactional applications used by the company can run well. Provide L2 support for applications in the production environment and act as subject matter experts (SMEs) for non-core applications  Responsible for the availability of non-core applications  Review system resources and performance for non-core applications  Create knowledge base documentation. Job Responsibilities Provide L2 support to all stakeholders based on the agreed procedure. Handling incidents, problems, service requests, and deployments that can be delivered according to SLA. Sanity test before process deployment/release in the production environment.  Perform execution for preventive & reactive maintenance. Analyze and problem solving related to incidents and problems that occur in non-core applications. Perform impact analysis related to deployment or changes in configuration in non-core applications. Analyze system logs and identify potential problems. Perform a backup restore of the data. Create root cause analysis in case of incident & problem. Run an on-duty shift table for handling applications-IT-AS Tools App applications. On-duty PIC is an accountable staff to be contacted 24x7. Provide report regularly to IT-Application Support Lead related to issue, incident, problem, deployment/release activity and others system/application anomalies. Job Requirements at least 2 years of experience in System Engineering/ Devops/ IT Application Support/ relevant field Hands-on experience with Linux/Unix operating system and bash scripting Proficient in SQL Query (Join, Index, etc)  Deep understanding of the concept of REST API concept (JSON/ XML) Familiar with Docker/ Kubernetes and Microservices Architecture Experience in Cloud computing (AWS/GCP/Azure, etc) troubleshoot and migration, network domain & infrastructure is a plus Powered by JazzHR LBqMFi3qfp
      "
Systems Engineer,No Joke Marketing,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/systems-engineer-at-no-joke-marketing-3495873584?refId=9TTL1dSbZI%2F6IaNkcTQl2Q%3D%3D&trackingId=udxf81WaH%2Br5Ub2IF3cX1A%3D%3D&position=24&pageNum=10&trk=public_jobs_jserp-result_search-card,"
 Job Description No Joke Marketing is a digital agency that focuses on driving demand. We believe the single most important function in every business is marketing. When the marketing is working everything else falls into place. That makes us the key cylinder in every business we work with. What’s in it FOR YOU to Work at No Joke Marketing:  An established business that continues to grow rapidly, even in the current economy where are our competitors are struggling or going out of business  At No Joke Marketing, you get to transform lives by connecting people who need help to those who can serve them  Supportive, attentive & motivated leadership team available to answer questions & help you grow professionally (& personally)  The owner is actively involved in the business  Great small business environment and friendly team  Can work from anywhere in the world with an internet connection  Extensive initial & ongoing training to help you become more knowledgeable than 99.9% of people  Three Weeks Paid Time Off  Whatever tools, software, and resources you need to be successful.  Other perks Project Management. Operations. Automations. SOPs. KPI Trackers. These are just some of the things we geek out at No Joke Marketing (NJM. People here at NJM find joy in organizing chaos and adding method to the madness. We're looking for our next Systems Engineer who is an expert at creating project management systems and creating workflows, The Systems Engineer role is part of our operations team and works with other team members to ensure success. You should be comfortable speaking with people from around the world, patiently dissecting their processes, and revamping their workflows. We'll list down the purpose and requirements of the role below. Please read each point carefully because we thoughtfully added them to find our next hire. Main Purpose Of The Role  - To perform Calls to study and gather information about current processes  - To strategize and create implementation plans that generate time savings and process efficiencies through project management systems, automation, SOPs, and KPI trackers.  - To dedicate 10% of their work time developing new systems and staying updated with the industry.  - Be the subject matter expert on all things project management and agency workflows Other Responsibilities Of The Role  -Troubleshoot system issues that we encounter  -Quality control of the systems   -Attend weekly team meetings  -Tracking internal metrics on a weekly basis and taking corrective actions when necessary. Key Competencies  Creativity/innovation. Generates out-of-the-box and innovative approaches to problems. Willingness to dive headfirst and explore new things.  Systems Thinking. Believes that everything in the world can be systematized and/or automated.  Enthusiasm. Exhibits passion and excitement over the job. Find organizing & improving processes a joy.  Communication & Integrity. Honest and transparent communicator to both the client and team. Speaks and writes clearly and articulately without being overly verbose or talkative.  Efficiency. Able to produce significant output with minimal wasted effort.  Analytical skills. Able to structure and process qualitative or quantitative data and draw insightful conclusions from it. Exhibits a probing mind and achieves penetrating insights.  Attention to detail. Never let important details slip through the cracks or derail a project. If you don't resonate with the key competencies above, please do NOT apply. We'll be wasting each other's time. We only want to partner with people who know deep down who they are. Here are the minimum requirements to be considered for the role:  At least 2-years of experience working in a Project Management or Operations role for a service-based company. Working with remote or online companies is a PLUS.  Experience using and managing project management tools   Baseline understanding of the following software: Google Sheets & Zapier You have to be willing to undergo training on ALL the roles within the client success team This is a 100% remote and full-time role. The expected salary is $900-$1500/month depending on your experience. You will be required to work between 8 AM - 2 PM EST (New York) timezone. The rest of your 3 hours can be flexible throughout the day (except for our weekly team meetings).
      "
"Analytics Specialist (Bangkok Based, Relocation Provided)",Agoda,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/analytics-specialist-bangkok-based-relocation-provided-at-agoda-3550666176?refId=9TTL1dSbZI%2F6IaNkcTQl2Q%3D%3D&trackingId=%2BwiuoQaZBb6cOJkhTjluXQ%3D%3D&position=25&pageNum=10&trk=public_jobs_jserp-result_search-card,
IT Business System Analyst Supervisor,Boga Group,"Tangerang, Banten, Indonesia",https://id.linkedin.com/jobs/view/it-business-system-analyst-supervisor-at-boga-group-3537642957?refId=VEOj%2Fbq0PkjpSOdvTGQgOA%3D%3D&trackingId=1cUSl1gpjYE1bD4bsFawrA%3D%3D&position=1&pageNum=11&trk=public_jobs_jserp-result_search-card,"
 Analyze and Design Business Process and Business Flow based on requirement. Produce Document (System/Workflow/SOP) as based document for system development. Constructing technical diagram (ERD/Class Diagram/etc.), analyzing system capabilities, and gap analysis. Ensure the arrangement and system development align with the user’s requirement. Identity the user’s need and available business process Programmer Team to ensure the possibility and development timeline. Monitor running business process and workflow system, and enhance for system effectivenes Minimum Qualifications Bachelor Degree’s in Computer Science (Information Technology / System Information) At Least 3 years working experience as System Analyst / Business Analyst / Programmer Strong analytical skill and problem solving Have good communication skill Able to use Modelling Software (Ms. Visio, Ms. Project, etc.) Database Modelling Skill is a plus. Able to work in tight timeline and under preassure. 
"
API Specialist,Astra Financial,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/api-specialist-at-astra-financial-indonesia-3523292141?refId=VEOj%2Fbq0PkjpSOdvTGQgOA%3D%3D&trackingId=wpOh%2BqsRvceqlSQi0q6few%3D%3D&position=2&pageNum=11&trk=public_jobs_jserp-result_search-card,"
 Identify, analyze, and develop API dan Data Intergration flowa Manage Full Life Cycle API Management Actively create ideation: automation, optimizing logic, etc to improve API Quality Securing and maintain performance of API Analyse and execute of potential provider and consumer for company growth Minimum Qualifications Minimum Bachelor Degree majoring in IT or related field. Minimum 2-3 years of experience in API Management. Experienced in B2B API Integration Project Proven skill in Java Springboot, MySQL, PostgreSQL Good knowledge in network platform 
"
System Engineer (Indonesia),Adventus,Indonesia,https://id.linkedin.com/jobs/view/system-engineer-indonesia-at-adventus-3517610882?refId=VEOj%2Fbq0PkjpSOdvTGQgOA%3D%3D&trackingId=o27CFEZ3HK0TwC%2Bpb0vFvw%3D%3D&position=3&pageNum=11&trk=public_jobs_jserp-result_search-card,"
 Job Description Responsible for deployment, troubleshooting, maintenance, upgrade and support of ICT infrastructures, including WAN, LAN, firewall, servers, PCs, operating systems and associated hardware and software. Maintain a high level of user satisfaction with new and existing technologies. Ensure continuous delivery of IT services through oversight of service level agreements with business users and monitoring of IT systems performance. Pro-actively anticipates technical risks and issues and ensures that appropriate mitigation planning is in place to avoid compromising delivery. Other duties include backup tape management, annual DRP/BCP test and other tasks assigned. Work with vendors on a regular basis to evaluate offerings and influence the enhancement of currently used or future prospect products to obtain the best user experience and infrastructure operation Able to work independently with minimum supervision and manage a team when required Qualifications  Indonesian Nationality Diploma/Bachelor of Science in Computer Science/Computer Information System or equivalent Min. 2 years of experience, System Integrator environment preferred Practical skills and experience in Microsoft Windows and VMWare Operations support Proven experience with network and server fundamentals. Strong understanding of storage solutions Strong understanding of Active Directory and Group Policies. Practical experience in effective time management, including ability to prioritize & multitask. Knowledge and exposure to IT audit will be an advantage Demonstrated ability to apply IT in solving business problems Willing to work in a shift working arrangement Skills Fluent in spoken and written English Excellent communication and project coordination skills Knowledge in Windows Server 2003/2008/2012, XP, 7, 8 Ability to effectively prioritize and execute tasks in a stressful environment Good communication as this role needs to handle internal and external customers Service oriented engineer to internal and external customer Ability to provide IT training and awareness to other department users Microsoft/Cisco/ITIL foundation certification a plus 
"
Business System Analyst,FOOM LAB GLOBAL,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/business-system-analyst-at-foom-lab-global-3513955111?refId=VEOj%2Fbq0PkjpSOdvTGQgOA%3D%3D&trackingId=LdeDLH%2FZHoN7mlfzSDaYvw%3D%3D&position=4&pageNum=11&trk=public_jobs_jserp-result_search-card,
ETL Developer,PT Satkomindo Mediyasa,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/etl-developer-at-pt-satkomindo-mediyasa-3482779004?refId=VEOj%2Fbq0PkjpSOdvTGQgOA%3D%3D&trackingId=tMKK0zUMiadCJwHQgNZL%2BA%3D%3D&position=5&pageNum=11&trk=public_jobs_jserp-result_search-card,"
 Minimal pendidikan S1 Memiliki pengalaman minimal 1 tahun di bidangnya Terbiasa menggunakan Tools ETL: SSIS, Pentaho, Talend Menguasai SQL Server dan mySQL 
"
Senior Data Engineer,IYKRA,"Jakarta, Indonesia",https://id.linkedin.com/jobs/view/senior-data-engineer-at-iykra-3522296043?refId=VEOj%2Fbq0PkjpSOdvTGQgOA%3D%3D&trackingId=8ikSePfB5o56wqhO8biqmA%3D%3D&position=6&pageNum=11&trk=public_jobs_jserp-result_search-card,"
 As the demand for data literacy and proficiency of various business professionals is increasing, we truly believe that data skills are obligatory for the future forces. When joining Data Professional Service at IYKRA, you will not only apply your data skills but also have a great learning atmosphere for sharing with others. Are you data professionals and have passion in teaching and mentoring?  Your main responsibilities : Create, peer-review and deliver the data engineering related training materials including slides,  documents, quizzes, learning management system upload, etc. Become a data mentor for the data trainees both corporate and general data training programs Implement the data projects which need the data infrastructure and architecture Actively communicate with the clients for data infrastructure requirements such as but not limited to:  Explore, design, and work on Big Data tools on top of Cloud (AWS, Google Cloud, or Digital Ocean) or non Cloud, such as Hadoop and other technologies to serve and solve data related projects. Perform data pipeline design with at least one Extract Transform Load (ETL) Tools such as Pentaho, Talend, or Informatica  Research and develop approaches on how to improve business processes and customers’ experience by using our vast amounts of data. To be successful in this role, you must have : Full internal motivation and skills of teaching and mentoring especially in data engineering skills, both in Bahasa Indonesia and English At least 2 - 3 years validated proven track in similar working experience  Excellent knowledge of UNIX or Windows server, parallel processing, and data pipeline solution design Acumen for business flow understanding and expertise in data preparation data mining and pre-processing. Solid understanding of querying and reading SQL  Good command of programming language and software environment for ETL, deployment, and dashboard or report building i.e. R, Python; Familiar with Business Intelligence tools such as PowerBI, Tableau and Google Data Studio  Implementation knowledge of distributed computing paradigms such as different distributions of Hadoop, Spark. Excellent documentation skills and detail oriented If you are, here is an opportunity to work with us! 
"
"Senior Data Analyst (Bangkok Based, Relocation Provided)",Agoda,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/senior-data-analyst-bangkok-based-relocation-provided-at-agoda-3550661423?refId=VEOj%2Fbq0PkjpSOdvTGQgOA%3D%3D&trackingId=w8auhW3%2B2pQYaAH7x3yagg%3D%3D&position=7&pageNum=11&trk=public_jobs_jserp-result_search-card,
